retailer_id,shopper_rtlr_loyalty_id
740,10044958
740,10044966
740,100449661
740,10044976
740,1004498
740,10044996
740,1004500
740,10045009
740,1004501
740,10045012
740,10045018
740,10045020
740,10045021
740,10045025
740,100450263
740,1004503
740,10045036
740,10045040
740,10045043
740,10045044
740,1004506
740,10045067
740,1004507
740,10045073
740,10045078
740,1004508
740,1004509
740,100451
740,1004510
740,10045100
740,10045118
740,10045126
740,100451368
740,10045149
740,100451560
740,10045170
740,10045174
740,10045175
740,1004519
740,10045195
740,100452
740,10045215
740,1004522
740,10045243
740,10045252
740,10045256
740,1004526
740,10045262
740,1004527
740,1004528
740,10045294
740,100452944
740,10045323
740,10045327
740,10045337
740,1004534
740,10045347
740,10045350
740,10045353
740,10045377
740,1004539
740,10045402
740,10045405
740,10045406
740,10045409
740,1004541
740,10045413
740,10045446
740,10045460
740,10045477
740,1004548
740,10045501
740,10045509
740,100455091
740,10045513
740,10045517
740,10045529
740,10045539
740,10045543
740,10045555
740,10045571
740,10045576
740,10045577
740,10045581
740,100456
740,10045606
740,1004561
740,100456227
740,10045630
740,10045631
740,10045634
740,10045637
740,1004564
740,10045656
740,10045657
740,1004566
740,10045663
740,10045667
740,10045674
740,10045689
740,10045691
740,10045696
740,10045722
740,1004573
740,1004574
740,1004577
740,10045770
740,10045787
740,10045789
740,1004579
740,10045795
740,100458
740,10045805
740,10045810
740,10045818
740,10045820
740,10045822
740,10045833
740,10045839
740,10045840
740,10045850
740,10045863
740,10045879
740,10045885
740,10045886
740,10045888
740,10045889
740,1004590
740,10045911
740,10045917
740,10045921
740,10045928
740,1004593
740,1004594
740,10045947
740,10045959
740,10045973
740,10045986
740,10045997
740,1004600
740,1004601
740,10046012
740,1004602
740,10046034
740,10046036
740,10046037
740,10046048
740,10046063
740,10046068
740,10046082
740,10046091
740,10046098
740,10046099
740,1004611
740,1004612
740,10046136
740,10046138
740,10046163
740,1004617
740,10046190
740,10046196
740,10046197
740,10046200
740,10046209
740,1004621
740,10046219
740,1004624
740,1004625
740,10046262
740,10046275
740,1004629
740,100462978
740,10046298
740,1004631
740,10046319
740,10046323
740,1004633
740,10046333
740,10046334
740,10046337
740,10046344
740,10046345
740,10046348
740,1004636
740,10046367
740,1004637
740,1004638
740,10046389
740,1004641
740,1004642
